text,is_subjective
"tanpa jiwa dan -- yang lebih memberatkan -- hampir tanpa kegembiraan , xxx mendekati keahlian dalam keburukannya .",1
"Terlepas dari semua pesona Kevin Kline dan cerita yang mengedepankan nilai-nilai kuno, ada sesuatu yang menyeramkan dalam film ini.",1
"film ini dengan cemerlang menyinari semua karakternya, karena arahannya dicapai dengan cerdas.",1
hiu macan mencari mangsa dalam misi penyelamatan rutin.,0
tapi ada sesuatu yang salah di negeri yang lajang dan tampak.,0
"ketika rumah mereka dirampok pada malam Natal, mereka bekerja sama untuk melacaknya.",0
"Hal ini menunjukkan dampak manipulasi media yang luas, mulai dari pemberitaan yang dilakukan oleh media yang dianggap liberal. . . hingga kepedihan hati yang intim dan akhirnya tragis dari individu-individu maverick seperti Hatfield dan udik.",1
akan menjadi karya pendamping yang sangat baik untuk 'wanita letnan Prancis' yang bertema serupa. ',1
"Teman-teman mungkin mendengarkan, tapi kapan mereka belajar mungkin tidak pernah atau hanya ketika perjalanan dimulai dari Anda.",0
itu tontonan yang luar biasa seperti itu d. w. griffith dibuat pada masa awal film bisu.,1
"disewa untuk mengambil mr. coklat untuk bertemu dengan iblis (gary oldman), sang pengemudi segera menemukan dirinya terjerat dalam rencana jahat.",0
"ketika perselingkuhan Crystal semakin besar, Kali mengusirnya.",0
"ini mungkin bukan seni, tapi itu jauh lebih menghibur daripada apa pun yang telah dilakukan coppola senior dalam waktu yang terlalu lama.",1
"sedikit yang dia tahu, dia sedang menyelidiki beberapa peristiwa terbesar dalam saga star wars, saat dia mengetahui bahwa ada hubungan antara upaya pembunuhan tersebut dan gerakan separtis yang dipimpin oleh mantan jedi (Christopher lee) melawan republik.",0
"ketika tiga precog, yang hanya bekerja bersama-sama, mengambang terhubung dalam tangki cairan, memiliki visi, nama-nama korban dan pelaku serta gambar video kejahatan dan waktu yang tepat akan terjadi, diberikan kepada polisi khusus yang kemudian berusaha mencegah terjadinya kejahatan.",0
semuanya menjadi lebih buruk dan kilo sepertinya tidak bisa menghentikannya.,0
"sebuah thriller psikologis dengan premis yang benar-benar seram dan pemeran di atas rata-rata, debut penyutradaraan aktor bill paxton adalah potongan menyeramkan dari pedesaan gotik amerika.",1
"kekacauan yang membuat pusing, riuh, dan melelahkan, dan casting kedua pemeran utamanya yang tidak biasa ternyata sama buruknya dengan yang Anda duga.",1
"Meskipun sebagian besar film saat ini tidak bercerita tentang apa pun, film ini sepertinya bercerita tentang segala hal yang mengganggu jiwa manusia di dunia yang terus mengglobal.",1
"[reno] mungkin memiliki beberapa celah dalam logika dan terasa seolah-olah sebagian besar ceritanya berakhir di lantai ruang pemotongan, tetapi ada cukup pesona dan humor yang dibumbui untuk membuatnya terasa seolah-olah itu bukan sebuah cerita. buang-buang waktu untuk duduk-duduk.",1
"tambahan yang layak untuk kanon sinematik, yang, pada hitungan terakhir, berjumlah 52 versi berbeda.",1
"dikenal dalam bahasa Inggris di festival-festival sebagai ""weightwatch"", judul ini mencerminkan esensi film tersebut.",0
"arahan seni dan kostumnya indah dan detailnya halus, dan arahan kurys cerdas dan berwawasan luas.",1
dia semakin tersiksa oleh hati nuraninya ketika tatanan baru hari ini terungkap.,0
ketika emma yang gelisah menemukan darah di bantalnya mengapa dia masih tetap tinggal?,0
"tidak ada yang bisa menyamarkan ini sebagai salah satu film terburuk musim panas. atau untuk tahun ini, dalam hal ini.",1
"Dengan Spy Kids 2: Pulau Impian yang Hilang, waralaba Spy Kids menjadikan dirinya sebagai bagian yang tahan lama dari lanskap film: serial James Bond untuk anak-anak.",1
naskahnya tidak terlalu bagus; bahkan seseorang yang berbakat seperti hoffman (aktor) tidak dapat membuatnya berhasil.,1
pemirsa sangat senang menyaksikan molly yang pandai tetap selangkah lebih maju dari para pengejarnya.,1
"anak panah itu mencoba mengajarinya bagaimana dia tidak perlu takut mati, bagaimana mereka akan memberikan apa pun untuk mati.",0
seberapa sering Anda menonton film tentang suatu subjek yang benar-benar membuat Anda takut?,1
"subplot membingungkan yang melibatkan penyelundupan narkoba ke dalam sapi Denmark gagal, dan jika Anda ingin mengubah akhir cerita penyair, Anda sebaiknya memiliki alternatif yang baik.",1
hantu cincin kembali dalam bentuk yang lebih menakutkan.,0
. . . sebuah fantasi yang menggairahkan tentang revolusi tak berdarah melawan penguasa kolonial yang berubah-ubah.,1
"ketika jack menolak rayuan alkohol Charlie, musuh pun lahir.",0
aku akan menonton keduanya bersama-sama lagi sebentar lagi di New York.,1
ini adalah pengalaman yang mentah dan penuh aksi seperti kursi di tepi ring dalam kontes orang tangguh.,1
dia harus diadili untuk mencari kebebasan dari hukuman penjara seumur hidup.,0
omong kosong tak menarik ini terjadi di tengah referensi film yang berdentang yang membuat petualangan luar biasa jay dan silent bob tampak diremehkan.,1
"ketika pemerintah AS ""merekrut"" dia untuk menjalankan misi, dia tidak begitu senang.",0
"sejajar dengan film-film seperti di kamar tidur, orang-orang biasa, dan istilah sayang dalam hal kepekaan dalam mengamati dampak kematian seorang anak terhadap anggota keluarga yang tersisa.",1
"insomnia kehilangan poin ketika menyerah pada adegan tembak-menembak yang diformulasikan di akhir. tapi penampilan pacino, williams, dan swank membuat penonton tetap terjaga sepanjang prosesnya.",1
"film ini ingin dianggap sebagai film indie kecil yang subversif, namun memiliki semua kualitas komedi situasi modern.",1
"hebat seperti Nadia, seorang pengantin pesanan Rusia yang datang ke Amerika tidak bisa berbahasa Inggris sama sekali, Kidman-lah yang menyatukan film tersebut dengan penampilan yang sangat kekanak-kanakan yang secara bertahap mengumpulkan lebih banyak lapisan.",1
karakter utama yang kacau balau bukanlah karakter yang biasa kita lihat di film Disney dan hal ini menimbulkan sejumlah ketidakpastian sebelum semuanya kembali berjalan seperti biasa.,1
"melihat tidak ada bantuan yang datang dari sheriff, dia berpaling ke satu-satunya orang yang dapat membantunya, jack barone, seorang ayah yang berduka yang putrinya, lisa, menjadi korban pembunuhan serupa sepuluh tahun sebelumnya.",0
orang-orang ingin menghukum mati dia dan blueberry hanya bisa mencegahnya.,0
"saat merawat seorang detektif pembunuhan karena merokok, ahli hipnoterapi Michael Strother mendapat penglihatan telepati tentang seorang gadis muda yang mengambang di bawah permukaan sungai.",0
semangat pengabaian ikonoklastiknya -- betapapun terekamnya -- membuat tontonan menjadi tidak menentu.,1
"6 minggu terakhir telah dihabiskan untuk mencoba ""keluar"" dari hubungan tersebut.",0
sebuah presentasi melek huruf yang secara menakjubkan merangkai peristiwa pembunuhan pada tahun 1873 dengan kemarahan yang mematikan pada tahun 2002.,1
"rayuan menyerang Steve dan Tracy, dan kehidupan Steve dan Sean mungkin tidak akan pernah sama lagi.",0
"magneto, setelah melarikan diri dari penjara plastiknya, membentuk aliansi yang tidak terduga dengan Profesor Xavier untuk menghentikan Stryker.",0
"empat teman - suatu musim panas - lingkungan Italia-Amerika di yonkers, ny.",0
seorang pemuda yang mengejar mimpinya diburu oleh kesendiriannya ketika dia mendapati dia baru saja mengambil keputusan yang salah.,0
Kecintaan Chep yang semakin besar pada Fran membuatnya rela berkeliaran di jalanan gelap di malam hari untuk mencari barang untuknya.,0
"awak kapal selam, dipimpin oleh kapten pantang menyerah alexi vostrikov, berpacu dengan waktu untuk mencegah bencana nuklir mirip chernobyl yang tidak hanya mengancam nyawa awaknya, namun berpotensi memicu perang dunia antar negara adidaya.",0
blau (trevor griffiths) membutuhkan bantuan demi masa lalu.,0
sebuah spekulasi ironis mengenai demokrasi dalam budaya yang tidak biasa.,1
"dengan talenta yang lebih rendah, kejahatan tingkat tinggi akan menghibur, namun bisa dilupakan. dengan freeman dan judd, setidaknya aku akan mengingat karakter mereka.",1
"Clarissa Vaughn, seorang wanita modern yang hidup di masa sekarang sedang mengadakan pesta untuk temannya Richard, seorang penulis terkenal yang sekarat karena AIDS.",0
keanehan video digital yang memusingkan melintasi hutan bersalju di bagian utara New York.,1
apa yang dimulai sebagai permainan sepele bar yang tidak bersalah segera meningkat menjadi perang habis-habisan - dex &#38 ; Eric vs. ramuan.,0
"di pertengahan gambar ini saya mulai membencinya, dan, tentu saja, merasa bersalah karenanya. . . . kemudian, keajaiban keajaiban, film tersebut berubah menjadi flip-flop.",1
"seperti pahlawannya yang aneh, ia mengairi jiwa kita.",1
"tekad para korban Pinochet untuk mencari keadilan, dan kesaksian mereka yang seringkali memilukan, yang diucapkan langsung ke kamera sutradara patricio guzman, memberikan pukulan emosional yang kuat.",1
apa yang kurang dalam kecepatan dan kejutan dari pemeriksaan darah hampir terkompensasi dengan profesionalisme yang kuat.,1
terutama ketika Anda lebih suka menjadi salah satu dari anak laki-laki muslim keren yang mengenakan kalung emas dan mengatakan hal-hal keren dalam bahasa Arab.,0
"untuk melakukannya, dia memutuskan untuk meniru perilakunya, hingga mengenakan mantel bulunya saat tidur.",0
"perjalanan kedua terjadi pada bulan Februari 2002 di kota Herat yang kini telah terbebas dari Taliban dan di kamp Maslakh yang dilanda kelaparan, salah satu kamp terbesar di dunia.",0
"broomfield tampaknya mengungkap berita besar di sini, mengungkapkan banyak orang yang terlibat dan kemungkinan motivasi di balik pembunuhan subyek utama tersebut.",1
ini lebih merupakan kasus 'sacre bleu! 'daripada' luar biasa '.,1
It's All About Love adalah kisah dua kekasih dan upaya mereka untuk menyelamatkan hubungan mereka dalam waktu dekat di ambang kehancuran kosmik.,0
perang salib pertama untuk membebaskan tanah suci telah berakhir.,0
"mereka perlahan-lahan mendapati diri mereka tertarik satu sama lain, namun seiring dengan berjalannya kisah luar biasa mereka, hambatan-hambatan menuju kebahagiaan mereka terbukti tidak dapat diatasi.",0
dia kemudian mengikuti parade/pertunjukan mode pertama di Brasil.,0
"tanpa keluarga yang dikenal, dia meninggalkan asal California-nya ke Amerika Tengah untuk mencari sepupu jauh.",0
lambat laun kita mengetahui hubungan masa lalu Joe dengan wanita yang sudah meninggal itu.,0
namun yang tidak dia ketahui adalah syd mempunyai rahasia yang tragis.,0
wanita cantik dan canggih ada di seluruh Oscar grubman.,0
"mengigau lucu, cepat dan longgar, dapat diakses oleh yang belum tahu, dan penuh kejutan",1
"alih-alih membuat gayanya sendiri, sutradara Marcus Adams hanya menyalin dari berbagai sumber sumber baik, campuran buruk",1
apakah grup baru yang semuanya beranggotakan perempuan ada hubungannya dengan itu?,0
romansa platonis yang mawkish dan tidak masuk akal yang membuat lampu kota chaplin tampak tidak memihak jika dibandingkan.,1
satu-satunya unsur ketegangan adalah apakah film tersebut akan berganti judul atau distributor lagi sebelum kredit penutup bergulir.,1
sebuah film Tiongkok yang tidak biasa dan menarik tentang intervensi penuh kasih dari seorang ayah dan ibu yang putra tertuanya adalah seorang pecandu narkoba.,1
"sebagai seorang penulis muda, kepribadiannya yang menyenangkan, penuh kasih sayang, jenaka dan baik hati mewakili segala hal yang tidak dimiliki Rio.",0
"film caper yang sejuk ini menjadi sebuah meditasi yang penuh perasaan dan tajam tentang bagaimana kita dulu, dan apa adanya kita.",1
"pemenang penghargaan akademi angelina jolie berperan sebagai sarah jordan, seorang Amerika yang tinggal di london pada tahun 1984.",0
"jika ada keraguan bahwa peter o'fallon tidak memiliki tulang asli di tubuhnya, rumor tentang malaikat akan menghilangkannya.",1
"dia tidak dapat mengingat apa pun dan mulai mencoba membangun kembali ingatannya berdasarkan petunjuk seperti rekening bank swiss, yang nomornya, tertanam di pinggulnya.",0
"pada saat Anda mencapai final, Anda mungkin bertanya-tanya mengapa Anda menonton semua gerakan dan postur ini.",1
"di saat, sering kali, sekuelnya mengecewakan, menyegarkan untuk mengungkap sesuatu yang terkenal yang memenuhi janji namanya dan menambahkan judul lain ke dalam warisan bertingkat.",1
"Marco dan Melanie, pasangan muda yang sudah menikah, menjalani kehidupan yang penuh gairah, dengan situasi kacau, dan semua frustrasi kecil dalam kehidupan sehari-hari.",0
jenis film insider manis-asam yang akan disantap oleh para penggemar film seperti gelati.,1
"waktu istirahat berjalan lambat, tetapi keterputusan vincent menciptakan ketegangan yang aneh dan humor hitam.",1
tukang betis. . . dan penulis skenario karen janszen menyia-nyiakan narasinya seolah-olah itu adalah serangkaian perumpamaan dalam Alkitab dan bukan kisah nyata.,1
meminum air dari mata air yang sebenarnya adalah sumber awet muda.,0
"Kesalahan pertama, menurutku, adalah memilih Shatner sebagai profesor legendaris dan Kunis sebagai mahasiswa brilian--di mana Pauly Shore sebagai ilmuwan roket?",1
"ketika mereka mencoba menagih hutang dari bos geng saingannya, perkelahian terjadi dan jie menembak bos geng tersebut.",0
"[Denis] mungkin gila, tapi dia pasti bisa membuat film yang menarik, ala davids lynch dan cronenberg.",1
ini seperti penghormatan kepada komersialisme murahan Disney.,1
"di balik pintunya, sepasang suami istri lanjut usia menjaga sebuah rahasia yang begitu kelam dan rumit, yang belum pernah dibagikan kepada orang lain.",0
apa yang segera mereka temukan adalah bahwa mereka tidak sendirian. . . dan bukan tentara Jerman yang memburu mereka.,0
"dari adegan pembukanya, terlihat jelas bahwa semua tentang Benjamins adalah film yang sepenuhnya diformulasikan.",1
"majidi adalah pendongeng yang tidak biasa, mampu menemukan keindahan di tempat yang paling menyedihkan.",1
"Gagasan tentang Roberto Benini yang berusia 49 tahun berperan sebagai Pinokio, bocah kayu, cukup menakutkan. realitas pinokio live-action baru yang ia sutradarai, tulis bersama, dan bintangi dalam film Borders on the Grotesque.",1
"John ""Eagle Eye"" Pennell melakukan perjalanan keliling negara mengumpulkan mantan awak B-17 miliknya untuk memenuhi perjanjian yang dibuat bertahun-tahun lalu di tengah panasnya pertempuran.",0
tinjauan mendalam atas insiden menyakitkan yang menjadi berita utama pada tahun 1995 .,1
"Sekali lagi, sutradara Chris Columbus mengambil pendekatan angkat tangan terhadap Rowling yang menghambat kreativitas dan membuat film berlarut-larut selama hampir tiga jam.",1
Pesta putih di Palm Springs menjadi latar belakang film dokumenter tentang dunia pesta sirkuit gay yang serba cepat ini.,0
"Pria itu berharap ketika dia menemukan keluarga birunya, mereka akan mendapatkan obatnya atau setidaknya membantunya mengatasi disfungsinya.",0
"sahabat Steve, sean, sebaliknya, belum seberuntung itu.",0
"benar-benar transparan adalah serangan tak berujung dari naskah lelucon seks memalukan yang berbau penulisan ulang naskah yang dirancang untuk membuat film tersebut mendapat peringkat ""lebih keren"" pg-13.",1
"meskipun materinya terdengar rumit dan berpotensi membuat Anda tertidur, sutradara robert j. Sigel melukis potret kebosanan dan ketidakpuasannya dengan guratan cekatan.",1
romy memberikan perintah seperti sersan pelatih saat mereka bergegas ke barat daya untuk mengumpulkan dua anggota awak pembom b-17 Perang Dunia II elang yang masih hidup.,0
"sekarang, akshay harus melawan tantangan yang harus dia atasi untuk mendapatkan apa yang dia butuhkan untuk membantu ibunya dan bertahan hidup di hutan belantara.",0
mib ii adalah film yang memungkinkan penontonnya tertidur selama beberapa menit atau berlari beberapa kali ke tempat konsesi dan/atau kamar kecil dan tidak merasa seolah-olah dia melewatkan sesuatu. itu karena relatif tidak terjadi apa-apa.,1
"dan tiba-tiba, dia melihat kekasihnya, berkeliaran di atas bukit pasir dan membawa patricia yang kelelahan ke oasisnya yang disebut 'shangri-la'. . .",0
"""The Ballad of Bering Strait"" adalah film cinema-verite yang mengikuti tujuh remaja Rusia yang datang ke Amerika untuk menjadi bintang musik country.",0
"Sementara itu, ketertarikan tak terucapkan berkembang antara Joe dan Ella, meningkatkan ketegangan sesak di ruang terbatas tongkang.",0
"jika hitungan monte cristo tidak mengubah caviezel menjadi bintang film, maka permainan ini bahkan lebih dicurangi dibandingkan dua abad yang lalu.",1
"berdasarkan kisah nyata, kupu-kupu biru menceritakan kisah seorang anak laki-laki berusia 10 tahun yang sakit parah yang bermimpi untuk menangkap kupu-kupu terindah di dunia, morfo biru yang mistis dan sulit dipahami.",0
"Joanna, seorang istri dan ibu muda, pindah dari Manhattan ke pinggiran kota kelas atas Stepford, Connecticut.",0
"dalam semangat musim ini, saya menugaskan satu bintang yang bersinar terang ke pinokio Roberto Benini -- tapi saya jamin tidak ada orang bijak yang akan mengikutinya.",1
Merchant belum banyak menyutradarai film ini dan memproduksinya -- seperti sosis.,1
"setelah kematian ibunya, seorang pria paruh baya mencari kekaguman keponakannya dengan mengundangnya ke sebuah hotel di kota kumuh di tepi sungai.",0
tempat apa yang lebih baik bagi seorang penulis untuk menjemput seorang gadis?,0
"ketiga teman sekamar dengan bangga telah melakukan penipuan selama empat tahun terakhir kuliah dan sekarang, selama ujian akhir, orang-orang besar di kampus ini akan ditangkap oleh pria yang paling tidak terduga di sekolah.",0
"jim, stifler dan finch kembali dalam film pie amerika terakhir.",0
"Memoar penulis legendaris Irlandia Brendan Behan, Borstal Boy, telah diberi transfer layar yang penuh kasih.",1
masalah utama dengan windtalker adalah sebagian besar film berpusat pada karakter yang salah.,1
"diceritakan dalam lima bagian untuk mewakili masing-masing panca indera, remaja berusia 25 tahun yang terlindung itu belajar memahami indranya sendiri dan orang-orang di sekitarnya.",0
"ketika profesor itu hilang, salah satu muridnya, jake whitcomb, menemukan jurnal profesor, yang di dalamnya terdapat salinan petanya.",0
film ini memberi pemirsa gambaran biografi jarak dekat tentang kehidupan para penegak hukuman ini dan nasib pribadi mereka.,0
"lebih lanjut menyatakan direkturnya, zhang yang of shower, sebagai penata gaya kontemporer dan eksperimental yang berani dengan masa depan cerah.",1
"""semuanya sia-sia"" adalah kisah cinta, pengampunan, dan penebusan mereka.",0
"dengan kecerdasan dan empati yang tersisa, waydowntown mengakui jeritan diam dari kelambanan sehari-hari tetapi berhenti memanjakan solipsisme karakternya yang sedang berjuang.",1
Alasan mengapa gambar ini berfungsi lebih baik daripada pendahulunya adalah karena Myers tidak lagi sekadar memalsukan kegilaan mini-mod film mata-mata tahun 60an.,1
mayat ditemukan di pelabuhan new york.,0
"di dunia pertelevisian anak-anak yang kejam, rainbow randolph, bintang acara TV anak-anak populer yang korup dan berkostum, dipecat karena skandal suap dan digantikan oleh smoochy yang sangat bersih, badak fuscia yang bengkak.",0
"berubah dari yang terburuk ke yang pertama, tim berhasil mencapainya, dan jim terpaksa menjalani akhir kesepakatannya.",0
beasiswa dan mimpinya dipertaruhkan dan Jenny mengambil perjalanan roller coaster emosional untuk menyelesaikannya.,0
"film ini mungkin akan membuat banyak orang tertarik pada opera, secara umum, sebuah bentuk seni yang mendalam sekaligus spiritual, sangat vulgar dan luhur -- dan secara emosional sama megahnya dengan kehidupan.",1
"Film menghibur Charles menceritakan kembalinya Seinfeld ke stand-up comedy setelah sitkom legendarisnya berakhir, di samping upaya komika Adams untuk mendapatkan kesempatan terbaiknya.",1
"akhirnya menjadi wahyu dan narsis, mencapai beberapa wawasan jujur ​​tentang hubungan yang sebagian besar film berkonsep tinggi dilapisi permen dengan alur cerita yang tepat, keadaan yang berharga, dan bintang-bintang yang indah.",1
"ia selalu kreatif, cerdas secara konsisten, dan biadab yang memuakkan.",1
"itu semua cukup menghibur, tapi jangan mencari pesan anti kemapanan yang besar dan kuat dalam apa yang pada dasarnya adalah film teman yang diakhiri dengan rengekan.",1
"sebuah dokumen berdurasi 83 menit tentang sebuah proyek yang dimulai dalam keadaan kacau, bolak-balik beberapa kali di antara kepentingan-kepentingan yang mengendalikan, kemudian menemukan titik terbaiknya",1
"novel debutnya saat ini berada di puncak daftar buku terlaris, dan bahkan potensi pengalihan perhatian dari hollywood yang mengetuk pintunya tidak dapat menghalanginya untuk menulis.",0
"film ini menunjukkan hubungan pasangan cinta di tengah harapan, kesulitan, dan kesalahan pertemuan di kota metropolitan yang indah dan penuh kekerasan.",0
"setelah hubungan mereka terputus, Shane mulai berpikir dia mungkin tidak beruntung dan beralih ke perjudian sebagai pelampiasan obsesinya.",0
"Davis punya energi, tapi dia tidak mau repot-repot membuat buku pahlawannya terdengar meyakinkan, gagasan perang gender orisinal, atau adegan komiknya menarik.",1
"para anggota berhasil mengucapkan kok persis seperti yang Anda kira, sehingga memberikan banyak kesempatan kepada para pemain untuk menggunakan istilah itu sesering mungkin. itu sangat beavis dan butthead, namun sepertinya selalu menimbulkan tawa.",1
"secara visual mengasyikkan, jarang hammy, orang Meksiko yang terhormat, dan membakar kahloriesnya dengan keyakinan.",1
"Ini adalah kisah cinta di Havana pada awal abad ke-19, antara seorang wanita muda dari Hait&#237 ; dan seorang pria Jerman.",0
pada dasarnya serangkaian rap semi-improvisasi (dan semi-koheren) statis antar bintang.,1
sebuah film yang menghibur namun tidak spektakuler. terkadang cukup konyol - tetapi kekerasan yang apik dan memanjakan diri sendiri tidak akan mengecewakan penggemar aksi.,1
mereka punya satu permintaan - atasan mereka langsung ke piring.,0
"diego , salah satu harimau yang menyerang manusia , datang juga membawa bayi tersebut .",0
"mereka semua mengalami krisis paruh baya: beruang badut punya masalah cinta; si psikiater intelektual, Henry, perlahan-lahan menyerah pada lagu sirene bunuh diri; pete kalah perang dengan bir; jonesy memiliki firasat aneh sejak dia tertabrak mobil.",0
"Soderbergh nampaknya hanya mampu menyampaikan pertanyaan-pertanyaan yang terang-benderang dan bersungguh-sungguh, namun tidak memiliki kedalaman yang tulus sehingga dapat ditebus.",1
senjata mudanya bertemu teman baik di hayseeds-vs yang mudah dilewati ini. -komedi aksi massa Greaseballs.,1
"dek dan shirley tinggal bersama dengan marlene yang berusia 12 tahun, putrinya dari jimmy nakal yang seksi, yang melakukan skeddadled bertahun-tahun yang lalu dan tidak terdengar lagi kabarnya sejak itu.",0
"mencari pelarian mental, simone mulai mendengarkan apa yang terjadi dengan pasangan lain di sekitarnya.",0
"ketika film memadukan cornpone dan cosa nostra, ia menemukan ritme yang bagus.",1
"misteri/thriller kecil yang licik ini layak untuk ditonton lebih luas -- karena perhatiannya pada detail periode, kehalusannya, dan penekanannya pada suasana hati.",1
"amerika, zed dan kyle berteman baik sampai penyihir jahat thracha datang dan membawa kyle pergi.",0
"sayangnya film ini tidak akan memuaskan jika Anda ingin menemukan mata rantai yang hilang, tetapi jika Anda hanya tertarik pada humor dan cuplikan yang 'menarik', setidaknya, Anda tidak akan kecewa.",1
"dibuat dengan indah dan sangat jujur, janji-janji tersebut menawarkan sebuah jendela tak terduga ke dalam kompleksitas perjuangan di Timur Tengah dan ke dalam kemanusiaan rakyatnya.",1
"sebuah pertimbangan ulang yang manis terhadap salah satu sumber kreatif yang paling penting, meski paling tidak diakui secara luas, di San Francisco.",1
"seorang pria yang berpikiran tunggal fokus untuk menemukan gadis impiannya, visi sempurna yang dia ciptakan dalam mata batinnya.",0
sebuah film tentang seorang pemuda yang menemukan tuhan yang mudah diakses dan menyentuh hati.,1
"Perburuan berlanjut ketika para pembunuh dengan kejam menguntit guru dan siswa melalui aula sekolah dan ruang kelas, sementara domba melacak mereka melalui kamera pengintai, membuat sistem keamanan sekolah melawan mangsanya.",0
pandangan sekilas ke dalam ego setipis tisu dari komik stand-up.,1
sebuah komedi unik berlatar Newfoundland yang dengan cerdik menangkap kecerdasan kering yang begitu lazim di dunia musik.,1
". . . satu tawa besar, tiga atau empat tawa ringan, dan banyak lagi.",1
"berbicara dengannya bukanlah film sempurna yang pernah dibuat oleh banyak orang, namun tetap layak untuk ditonton.",1
kisah klasik 'peter pan' berlanjut di sekuel disney 'return to never land' .,0
latihan aktor hambar terbaru untuk menyesuaikan struktur reigen Arthur Schnitzler.,1
ini benar-benar menghadirkan perpaduan luar biasa antara drama eksplosif dengan humor yang sangat ironis saat Anda mengikuti kisah eklektik seputar pertikaian pasangan yang penuh warna dan berjiwa bebas dengan telur faberge yang misterius dan pemeran penjahat yang kumuh dan terjalin dengan baik yang akan menggetarkan dan menghibur.,0
"ketika ayahnya memutuskan bahwa sudah waktunya untuk cinta yang kuat, dia tidak membayar uang sekolahnya.",0
"menggunakan keterampilan luar biasa mereka, max dan charisse track rausch, pedagang senjata internasional yang brilian, di seluruh dunia.",0
Penampilan luar biasa dari Jacqueline Bisset dan Martha Plimpton menghiasi melodrama yang sangat menyentuh ini.,1
"mengambil satu karakter yang tidak kita sukai dan karakter lain yang tidak kita percayai, dan menempatkan mereka dalam pertarungan keinginan yang mustahil untuk dipedulikan dan tidak terlalu lucu.",1
"Apa yang Lee lakukan dengan sangat menarik adalah menghadirkan Brown sebagai katalis bagi perjuangan kaum pria kulit hitam di Amerika yang ketat dan kacau. . . potret jim brown yang samar namun mencekam, keajaiban terkenal yang menjadi sorotan",1
"""Malaikat yang compang-camping"" adalah kisah kesakitan dan kemenangan.",0
"melalui malam yang lucu, terkadang tidak nyaman, dan penuh kekerasan, kita mengetahui apa arti kisah cinta singkat itu bagi mereka dan bagaimana perasaan mereka mengenai jalan hidup mereka selanjutnya.",0
"~sebuah kontrak menyatukan mereka di Bukares: sebuah serangan yang dicurangi terhadap seorang jenderal Rumania yang mencalonkan diri dalam pemilu, sebuah serangan di mana mereka akan membiarkan diri mereka dibunuh.",0
"Penuh dengan ironi yang tak kenal ampun dan realisme yang tenang, sebuah lagu untuk Martin berdiri sebagai pencapaian yang kuat dan mengharukan.",1
mereka berniat membawanya kembali ke Tel-aviv untuk menyelamatkan nyawanya.,0
"lima pekerja kantoran disandera oleh rekan pemalu neil (ned dennehy), dan boneka tangan jahatnya morgan.",0
Perasaan Kapur yang kontradiktif terhadap materinya menghasilkan sebuah film yang bertentangan dengan dirinya sendiri.,1
dan rahasia kelam apa yang dipendam rumah tersebut sehingga membuat mereka merasa seolah-olah sedang diawasi oleh lebih dari sejuta pasang mata?,0
"terlalu biasa untuk mengembalikan [harmon] menjadi terkenal, meskipun ada beberapa adegan menyeramkan yang membangkitkan teror malam yang kekanak-kanakan, dan upaya yang patut dipuji untuk menimbulkan ketegangan daripada membuat penonton jijik.",1
"sebuah dokumen yang sungguh-sungguh dan kasar, dokumen ini berfungsi sebagai panduan dasar yang bisa diterapkan untuk sejarah terkini wilayah tersebut, dan akan menjadi alat pembelajaran yang hebat untuk kelas 10.",1
"seiring berjalannya waktu, seorang wanita muda teman Jack diculik dan mungkin menjadi korban berikutnya.",0
sebuah film noir unik yang penuh dengan karakter-karakter indah yang dikenang dengan akting yang luar biasa.,1
"video sederhana Marta-lah yang terbukti paling menarik, memicu serangkaian peristiwa yang berdampak pada kelima siswa dan memaksa mereka mengevaluasi kembali keyakinan mereka terhadap kekuatan film.",0
"petunjuk si pembunuh adalah penyimpangan dari hukuman alkitabiah atas dosa: rajam, pembakaran, pemenggalan kepala.",0
"Pada saat yang sama, dokter sanitarian Oswaldo Cruz kembali ke Brasil setelah tiga tahun di Paris, tempat ia belajar di Institut Pasteur.",0
"mungkin ia adalah pemenang hadiah, namun guru adalah sebuah bom.",1
"sutradara lee memiliki bakat sinematik sejati, tapi menyenangkan juga melihat film dengan sepenuh hati, tanpa malu-malu.",1
"dia menemukan sisi gelap sirkus dan memutuskan untuk pergi, namun mendapati dia terjebak antara cintanya pada seorang gadis sirkus dan tangan gelap bos yang bertekad dia tetap tinggal.",0
"sebuah film dokumenter tentang presiden intelektual pasifis progresif woodrow wilson, menunjukkan posisinya dalam sejarah sebagai presiden yang mengawasi transformasi Amerika menjadi kekuatan global tunggal, tetapi juga kegagalannya dalam upaya mencapai perdamaian dunia, karena stamina fisik dan ketangkasan politiknya yang buruk.",0
sebuah film yang menggambarkan anugerah di dunia yang tidak sempurna.,1
"sebuah film kecil yang tidak lazim, kisah kejahatan terorganisir noir yang mencakup salah satu kisah cinta paling aneh yang pernah Anda lihat.",1
"ketika media nasional menjadi lebih tenang dan penuh rasa ingin tahu, negara ini sangat membutuhkan pengganggu seperti Moore. memang, kita memerlukan lebih banyak orang seperti dia.",1
"setiap musim semi di kota pelabuhan kecil beaufort, carolina utara, landon carter mengenang tahun terakhirnya di SMA beaufort dan jamie sullivan, gadis yang mengubah hidupnya.",0
"ketika kanna kembali dari nagpur, kedua orang yang paling dia cintai, rupi dan ghisu, tidak ada untuknya.",0
"Namun karena ketenaran roxie yang baru, velma dilupakan.",0
